Identifier	matchCounts
ENSMUSG00000102693	0
ENSMUSG00000064842	0
ENSMUSG00000051951	9
ENSMUSG00000103377	0
ENSMUSG00000104017	0
ENSMUSG00000103025	3
ENSMUSG00000089699	0
ENSMUSG00000103201	0
ENSMUSG00000103161	1
ENSMUSG00000102331	4
ENSMUSG00000102348	0
ENSMUSG00000102592	0
ENSMUSG00000088333	0
ENSMUSG00000102343	0
ENSMUSG00000025900	3
ENSMUSG00000104123	1
ENSMUSG00000025902	164
ENSMUSG00000104238	5
ENSMUSG00000096126	1
ENSMUSG00000104328	0
ENSMUSG00000088000	0
ENSMUSG00000033845	1356
ENSMUSG00000102275	11
ENSMUSG00000025903	2855
ENSMUSG00000104217	1301
ENSMUSG00000033813	848
ENSMUSG00000103280	0
ENSMUSG00000002459	2
ENSMUSG00000102653	0
ENSMUSG00000085623	0
ENSMUSG00000033793	605
ENSMUSG00000104046	0
ENSMUSG00000102907	0
ENSMUSG00000025905	0
ENSMUSG00000093015	0
ENSMUSG00000103519	0
ENSMUSG00000033774	0
ENSMUSG00000025907	5402
ENSMUSG00000090031	83
ENSMUSG00000087247	0
ENSMUSG00000033740	2
ENSMUSG00000103329	0
ENSMUSG00000051285	3465
ENSMUSG00000103509	142
ENSMUSG00000077244	0
ENSMUSG00000097797	14
ENSMUSG00000103067	0
ENSMUSG00000025909	2
ENSMUSG00000102647	0
ENSMUSG00000102253	0
ENSMUSG00000093970	0
ENSMUSG00000103884	0
ENSMUSG00000076135	1
ENSMUSG00000102316	0
ENSMUSG00000102871	0
ENSMUSG00000065625	0
ENSMUSG00000061024	223
ENSMUSG00000025911	327
ENSMUSG00000079671	68
ENSMUSG00000067879	0
ENSMUSG00000099827	0
ENSMUSG00000025912	20
ENSMUSG00000045210	973
ENSMUSG00000097893	2
ENSMUSG00000025915	295
ENSMUSG00000088916	0
ENSMUSG00000046101	0
ENSMUSG00000098234	272
ENSMUSG00000093178	7
ENSMUSG00000099032	0
ENSMUSG00000104025	0
ENSMUSG00000025916	6
ENSMUSG00000087199	0
ENSMUSG00000095780	0
ENSMUSG00000025917	2393
ENSMUSG00000056763	444
ENSMUSG00000102356	0
ENSMUSG00000067851	5028
ENSMUSG00000088153	0
ENSMUSG00000102556	29
ENSMUSG00000042501	0
ENSMUSG00000103810	0
ENSMUSG00000094979	0
ENSMUSG00000103448	0
ENSMUSG00000088585	0
ENSMUSG00000048960	1684
ENSMUSG00000077318	0
ENSMUSG00000103494	0
ENSMUSG00000057715	0
ENSMUSG00000103825	0
ENSMUSG00000103561	0
ENSMUSG00000093864	0
ENSMUSG00000098555	0
ENSMUSG00000097171	0
ENSMUSG00000101314	0
ENSMUSG00000016918	439
ENSMUSG00000025938	1743
ENSMUSG00000104518	0
ENSMUSG00000099498	0
ENSMUSG00000042414	0
ENSMUSG00000005886	998
ENSMUSG00000103506	19
ENSMUSG00000103495	13
ENSMUSG00000099183	0
ENSMUSG00000102639	6
ENSMUSG00000104170	15
ENSMUSG00000087782	0
ENSMUSG00000103085	57
ENSMUSG00000102664	30
ENSMUSG00000101476	0
ENSMUSG00000025935	650
ENSMUSG00000025937	785
ENSMUSG00000102982	24
ENSMUSG00000067813	0
ENSMUSG00000077368	0
ENSMUSG00000102166	0
ENSMUSG00000089358	0
ENSMUSG00000104209	0
ENSMUSG00000025932	925
ENSMUSG00000095853	0
ENSMUSG00000102588	24
ENSMUSG00000054493	6
ENSMUSG00000025930	22
ENSMUSG00000103492	7
ENSMUSG00000032769	0
ENSMUSG00000088159	0
ENSMUSG00000092083	2
ENSMUSG00000102937	1
ENSMUSG00000104149	1
ENSMUSG00000088829	0
ENSMUSG00000077377	0
ENSMUSG00000025925	107
ENSMUSG00000104379	15
ENSMUSG00000032719	9
ENSMUSG00000088943	0
ENSMUSG00000067795	0
ENSMUSG00000043716	5778
ENSMUSG00000025921	142
ENSMUSG00000104165	1
ENSMUSG00000100868	0
ENSMUSG00000025920	1418
ENSMUSG00000089982	0
ENSMUSG00000025939	330
ENSMUSG00000102457	0
ENSMUSG00000079658	1627
ENSMUSG00000097744	0
ENSMUSG00000025940	1373
ENSMUSG00000025779	8
ENSMUSG00000101640	2
ENSMUSG00000104133	0
ENSMUSG00000042686	15779
ENSMUSG00000100110	65
ENSMUSG00000025777	1438
ENSMUSG00000099899	1
ENSMUSG00000089534	0
ENSMUSG00000067780	63
ENSMUSG00000100053	2
ENSMUSG00000085125	9
ENSMUSG00000025776	39
ENSMUSG00000099895	0
ENSMUSG00000099473	0
ENSMUSG00000109887	0
ENSMUSG00000101717	0
ENSMUSG00000025774	0
ENSMUSG00000073735	0
ENSMUSG00000067773	0
ENSMUSG00000088800	0
ENSMUSG00000089787	0
ENSMUSG00000042596	0
ENSMUSG00000025927	0
ENSMUSG00000100538	0
ENSMUSG00000084668	0
ENSMUSG00000102597	0
ENSMUSG00000043760	3
ENSMUSG00000104095	0
ENSMUSG00000089914	0
ENSMUSG00000070175	0
ENSMUSG00000099906	8
ENSMUSG00000065559	0
ENSMUSG00000065480	0
ENSMUSG00000025929	0
ENSMUSG00000041872	0
ENSMUSG00000041859	86
ENSMUSG00000102121	0
ENSMUSG00000088858	0
ENSMUSG00000097934	0
ENSMUSG00000025931	36
ENSMUSG00000077314	0
ENSMUSG00000041809	15
ENSMUSG00000041779	76
ENSMUSG00000099971	0
ENSMUSG00000025933	13
ENSMUSG00000102633	1
ENSMUSG00000025934	29
ENSMUSG00000099343	0
ENSMUSG00000025936	2
ENSMUSG00000067750	0
ENSMUSG00000041722	0
ENSMUSG00000085079	0
ENSMUSG00000028033	265
ENSMUSG00000104138	3
ENSMUSG00000103748	13
ENSMUSG00000041670	1
ENSMUSG00000101227	1
ENSMUSG00000073730	2
ENSMUSG00000089553	0
ENSMUSG00000102766	0
ENSMUSG00000065405	2
ENSMUSG00000097970	130
ENSMUSG00000065567	6
ENSMUSG00000100775	10
ENSMUSG00000026158	276
ENSMUSG00000099503	0
ENSMUSG00000026156	0
ENSMUSG00000026155	381
ENSMUSG00000026154	295
ENSMUSG00000102495	0
ENSMUSG00000026153	907
ENSMUSG00000102398	1
ENSMUSG00000026147	42
ENSMUSG00000026141	273
ENSMUSG00000077463	4
ENSMUSG00000073725	1399
