Identifier	matchCounts
ENSMUSG00000102693	0
ENSMUSG00000064842	0
ENSMUSG00000051951	3
ENSMUSG00000103377	3
ENSMUSG00000104017	0
ENSMUSG00000103025	0
ENSMUSG00000089699	0
ENSMUSG00000103201	0
ENSMUSG00000103161	0
ENSMUSG00000102331	6
ENSMUSG00000102348	0
ENSMUSG00000102592	0
ENSMUSG00000088333	0
ENSMUSG00000102343	0
ENSMUSG00000025900	0
ENSMUSG00000104123	0
ENSMUSG00000025902	48
ENSMUSG00000104238	1
ENSMUSG00000096126	0
ENSMUSG00000104328	2
ENSMUSG00000088000	0
ENSMUSG00000033845	346
ENSMUSG00000102275	28
ENSMUSG00000025903	576
ENSMUSG00000104217	469
ENSMUSG00000033813	781
ENSMUSG00000103280	1
ENSMUSG00000002459	0
ENSMUSG00000102653	2
ENSMUSG00000085623	0
ENSMUSG00000033793	627
ENSMUSG00000104046	0
ENSMUSG00000102907	0
ENSMUSG00000025905	0
ENSMUSG00000093015	0
ENSMUSG00000103519	0
ENSMUSG00000033774	0
ENSMUSG00000025907	1365
ENSMUSG00000090031	141
ENSMUSG00000087247	0
ENSMUSG00000033740	50
ENSMUSG00000103329	0
ENSMUSG00000051285	958
ENSMUSG00000103509	323
ENSMUSG00000077244	0
ENSMUSG00000097797	15
ENSMUSG00000103067	0
ENSMUSG00000025909	63
ENSMUSG00000102647	1
ENSMUSG00000102253	6
ENSMUSG00000093970	0
ENSMUSG00000103884	1
ENSMUSG00000076135	4
ENSMUSG00000102316	5
ENSMUSG00000102871	0
ENSMUSG00000065625	0
ENSMUSG00000061024	165
ENSMUSG00000025911	26
ENSMUSG00000079671	23
ENSMUSG00000067879	0
ENSMUSG00000099827	0
ENSMUSG00000025912	140
ENSMUSG00000045210	1544
ENSMUSG00000097893	3
ENSMUSG00000025915	966
ENSMUSG00000088916	0
ENSMUSG00000046101	19
ENSMUSG00000098234	241
ENSMUSG00000093178	14
ENSMUSG00000099032	5
ENSMUSG00000104025	0
ENSMUSG00000025916	2
ENSMUSG00000087199	0
ENSMUSG00000095780	0
ENSMUSG00000025917	398
ENSMUSG00000056763	864
ENSMUSG00000102356	0
ENSMUSG00000067851	2736
ENSMUSG00000088153	0
ENSMUSG00000102556	59
ENSMUSG00000042501	1
ENSMUSG00000103810	0
ENSMUSG00000094979	0
ENSMUSG00000103448	0
ENSMUSG00000088585	0
ENSMUSG00000048960	847
ENSMUSG00000077318	0
ENSMUSG00000103494	2
ENSMUSG00000057715	0
ENSMUSG00000103825	0
ENSMUSG00000103561	0
ENSMUSG00000093864	0
ENSMUSG00000098555	0
ENSMUSG00000097171	0
ENSMUSG00000101314	0
ENSMUSG00000016918	280
ENSMUSG00000025938	182
ENSMUSG00000104518	0
ENSMUSG00000099498	0
ENSMUSG00000042414	0
ENSMUSG00000005886	1821
ENSMUSG00000103506	77
ENSMUSG00000103495	64
ENSMUSG00000099183	0
ENSMUSG00000102639	21
ENSMUSG00000104170	92
ENSMUSG00000087782	14
ENSMUSG00000103085	369
ENSMUSG00000102664	148
ENSMUSG00000101476	2
ENSMUSG00000025935	1832
ENSMUSG00000025937	223
ENSMUSG00000102982	16
ENSMUSG00000067813	2
ENSMUSG00000077368	0
ENSMUSG00000102166	0
ENSMUSG00000089358	0
ENSMUSG00000104209	0
ENSMUSG00000025932	183
ENSMUSG00000095853	0
ENSMUSG00000102588	6
ENSMUSG00000054493	11
ENSMUSG00000025930	29
ENSMUSG00000103492	0
ENSMUSG00000032769	0
ENSMUSG00000088159	0
ENSMUSG00000092083	3
ENSMUSG00000102937	0
ENSMUSG00000104149	0
ENSMUSG00000088829	0
ENSMUSG00000077377	0
ENSMUSG00000025925	368
ENSMUSG00000104379	24
ENSMUSG00000032719	8
ENSMUSG00000088943	0
ENSMUSG00000067795	0
ENSMUSG00000043716	7312
ENSMUSG00000025921	316
ENSMUSG00000104165	0
ENSMUSG00000100868	0
ENSMUSG00000025920	99
ENSMUSG00000089982	0
ENSMUSG00000025939	579
ENSMUSG00000102457	1
ENSMUSG00000079658	383
ENSMUSG00000097744	2
ENSMUSG00000025940	144
ENSMUSG00000025779	77
ENSMUSG00000101640	0
ENSMUSG00000104133	0
ENSMUSG00000042686	17
ENSMUSG00000100110	0
ENSMUSG00000025777	0
ENSMUSG00000099899	0
ENSMUSG00000089534	0
ENSMUSG00000067780	90
ENSMUSG00000100053	39
ENSMUSG00000085125	73
ENSMUSG00000025776	202
ENSMUSG00000099895	0
ENSMUSG00000099473	0
ENSMUSG00000109887	0
ENSMUSG00000101717	0
ENSMUSG00000025774	0
ENSMUSG00000073735	0
ENSMUSG00000067773	0
ENSMUSG00000088800	0
ENSMUSG00000089787	0
ENSMUSG00000042596	0
ENSMUSG00000025927	0
ENSMUSG00000100538	0
ENSMUSG00000084668	0
ENSMUSG00000102597	0
ENSMUSG00000043760	0
ENSMUSG00000104095	0
ENSMUSG00000089914	0
ENSMUSG00000070175	0
ENSMUSG00000099906	0
ENSMUSG00000065559	0
ENSMUSG00000065480	0
ENSMUSG00000025929	0
ENSMUSG00000041872	2
ENSMUSG00000041859	515
ENSMUSG00000102121	0
ENSMUSG00000088858	0
ENSMUSG00000097934	0
ENSMUSG00000025931	81
ENSMUSG00000077314	0
ENSMUSG00000041809	17
ENSMUSG00000041779	567
ENSMUSG00000099971	1
ENSMUSG00000025933	29
ENSMUSG00000102633	3
ENSMUSG00000025934	168
ENSMUSG00000099343	4
ENSMUSG00000025936	282
ENSMUSG00000067750	3
ENSMUSG00000041722	6
ENSMUSG00000085079	0
ENSMUSG00000028033	204
ENSMUSG00000104138	17
ENSMUSG00000103748	82
ENSMUSG00000041670	0
ENSMUSG00000101227	0
ENSMUSG00000073730	0
ENSMUSG00000089553	0
ENSMUSG00000102766	0
ENSMUSG00000065405	0
ENSMUSG00000097970	6
ENSMUSG00000065567	0
ENSMUSG00000100775	0
ENSMUSG00000026158	585
ENSMUSG00000099503	0
ENSMUSG00000026156	0
ENSMUSG00000026155	697
ENSMUSG00000026154	83
ENSMUSG00000102495	0
ENSMUSG00000026153	153
ENSMUSG00000102398	0
ENSMUSG00000026147	0
ENSMUSG00000026141	37
ENSMUSG00000077463	0
ENSMUSG00000073725	1736
ENSMUSG00000100483	0
