Identifier	matchCounts
ENSMUSG00000102693	0
ENSMUSG00000064842	0
ENSMUSG00000051951	3
ENSMUSG00000103377	0
ENSMUSG00000104017	1
ENSMUSG00000103025	0
ENSMUSG00000089699	0
ENSMUSG00000103201	1
ENSMUSG00000103161	1
ENSMUSG00000102331	2
ENSMUSG00000102348	0
ENSMUSG00000102592	0
ENSMUSG00000088333	0
ENSMUSG00000102343	0
ENSMUSG00000025900	0
ENSMUSG00000104123	0
ENSMUSG00000025902	90
ENSMUSG00000104238	2
ENSMUSG00000096126	0
ENSMUSG00000104328	0
ENSMUSG00000088000	0
ENSMUSG00000033845	424
ENSMUSG00000102275	5
ENSMUSG00000025903	753
ENSMUSG00000104217	533
ENSMUSG00000033813	958
ENSMUSG00000103280	0
ENSMUSG00000002459	0
ENSMUSG00000102653	0
ENSMUSG00000085623	0
ENSMUSG00000033793	772
ENSMUSG00000104046	0
ENSMUSG00000102907	0
ENSMUSG00000025905	0
ENSMUSG00000093015	0
ENSMUSG00000103519	0
ENSMUSG00000033774	0
ENSMUSG00000025907	1795
ENSMUSG00000090031	211
ENSMUSG00000087247	0
ENSMUSG00000033740	148
ENSMUSG00000103329	0
ENSMUSG00000051285	1125
ENSMUSG00000103509	334
ENSMUSG00000077244	0
ENSMUSG00000097797	18
ENSMUSG00000103067	0
ENSMUSG00000025909	83
ENSMUSG00000102647	2
ENSMUSG00000102253	19
ENSMUSG00000093970	0
ENSMUSG00000103884	1
ENSMUSG00000076135	15
ENSMUSG00000102316	7
ENSMUSG00000102871	0
ENSMUSG00000065625	0
ENSMUSG00000061024	208
ENSMUSG00000025911	34
ENSMUSG00000079671	27
ENSMUSG00000067879	0
ENSMUSG00000099827	0
ENSMUSG00000025912	116
ENSMUSG00000045210	1745
ENSMUSG00000097893	5
ENSMUSG00000025915	1175
ENSMUSG00000088916	0
ENSMUSG00000046101	15
ENSMUSG00000098234	342
ENSMUSG00000093178	22
ENSMUSG00000099032	6
ENSMUSG00000104025	1
ENSMUSG00000025916	0
ENSMUSG00000087199	0
ENSMUSG00000095780	0
ENSMUSG00000025917	525
ENSMUSG00000056763	927
ENSMUSG00000102356	0
ENSMUSG00000067851	3249
ENSMUSG00000088153	0
ENSMUSG00000102556	94
ENSMUSG00000042501	2
ENSMUSG00000103810	3
ENSMUSG00000094979	0
ENSMUSG00000103448	0
ENSMUSG00000088585	0
ENSMUSG00000048960	1167
ENSMUSG00000077318	0
ENSMUSG00000103494	0
ENSMUSG00000057715	0
ENSMUSG00000103825	0
ENSMUSG00000103561	0
ENSMUSG00000093864	0
ENSMUSG00000098555	0
ENSMUSG00000097171	0
ENSMUSG00000101314	0
ENSMUSG00000016918	323
ENSMUSG00000025938	134
ENSMUSG00000104518	0
ENSMUSG00000099498	0
ENSMUSG00000042414	0
ENSMUSG00000005886	1985
ENSMUSG00000103506	81
ENSMUSG00000103495	78
ENSMUSG00000099183	0
ENSMUSG00000102639	23
ENSMUSG00000104170	92
ENSMUSG00000087782	7
ENSMUSG00000103085	377
ENSMUSG00000102664	159
ENSMUSG00000101476	1
ENSMUSG00000025935	2250
ENSMUSG00000025937	268
ENSMUSG00000102982	13
ENSMUSG00000067813	0
ENSMUSG00000077368	0
ENSMUSG00000102166	0
ENSMUSG00000089358	0
ENSMUSG00000104209	0
ENSMUSG00000025932	283
ENSMUSG00000095853	0
ENSMUSG00000102588	5
ENSMUSG00000054493	14
ENSMUSG00000025930	59
ENSMUSG00000103492	8
ENSMUSG00000032769	0
ENSMUSG00000088159	0
ENSMUSG00000092083	1
ENSMUSG00000102937	0
ENSMUSG00000104149	0
ENSMUSG00000088829	0
ENSMUSG00000077377	0
ENSMUSG00000025925	448
ENSMUSG00000104379	36
ENSMUSG00000032719	7
ENSMUSG00000088943	0
ENSMUSG00000067795	0
ENSMUSG00000043716	10879
ENSMUSG00000025921	445
ENSMUSG00000104165	0
ENSMUSG00000100868	0
ENSMUSG00000025920	115
ENSMUSG00000089982	0
ENSMUSG00000025939	575
ENSMUSG00000102457	0
ENSMUSG00000079658	630
ENSMUSG00000097744	1
ENSMUSG00000025940	237
ENSMUSG00000025779	149
ENSMUSG00000101640	0
ENSMUSG00000104133	0
ENSMUSG00000042686	18
ENSMUSG00000100110	0
ENSMUSG00000025777	1
ENSMUSG00000099899	0
ENSMUSG00000089534	0
ENSMUSG00000067780	80
ENSMUSG00000100053	52
ENSMUSG00000085125	217
ENSMUSG00000025776	416
ENSMUSG00000099895	0
ENSMUSG00000099473	0
ENSMUSG00000109887	0
ENSMUSG00000101717	0
ENSMUSG00000025774	0
ENSMUSG00000073735	0
ENSMUSG00000067773	0
ENSMUSG00000088800	0
ENSMUSG00000089787	0
ENSMUSG00000042596	0
ENSMUSG00000025927	0
ENSMUSG00000100538	0
ENSMUSG00000084668	0
ENSMUSG00000102597	0
ENSMUSG00000043760	0
ENSMUSG00000104095	0
ENSMUSG00000089914	0
ENSMUSG00000070175	0
ENSMUSG00000099906	0
ENSMUSG00000065559	0
ENSMUSG00000065480	0
ENSMUSG00000025929	0
ENSMUSG00000041872	1
ENSMUSG00000041859	580
ENSMUSG00000102121	0
ENSMUSG00000088858	0
ENSMUSG00000097934	0
ENSMUSG00000025931	104
ENSMUSG00000077314	0
ENSMUSG00000041809	9
ENSMUSG00000041779	573
ENSMUSG00000099971	0
ENSMUSG00000025933	25
ENSMUSG00000102633	2
ENSMUSG00000025934	290
ENSMUSG00000099343	2
ENSMUSG00000025936	417
ENSMUSG00000067750	11
ENSMUSG00000041722	2
ENSMUSG00000085079	4
ENSMUSG00000028033	207
ENSMUSG00000104138	18
ENSMUSG00000103748	75
ENSMUSG00000041670	1
ENSMUSG00000101227	0
ENSMUSG00000073730	0
ENSMUSG00000089553	0
ENSMUSG00000102766	0
ENSMUSG00000065405	0
ENSMUSG00000097970	2
ENSMUSG00000065567	0
ENSMUSG00000100775	0
ENSMUSG00000026158	666
ENSMUSG00000099503	0
ENSMUSG00000026156	0
ENSMUSG00000026155	808
ENSMUSG00000026154	142
ENSMUSG00000102495	0
ENSMUSG00000026153	213
ENSMUSG00000102398	0
ENSMUSG00000026147	0
ENSMUSG00000026141	39
ENSMUSG00000077463	0
ENSMUSG00000073725	1691
ENSMUSG00000100483	0
