Identifier	matchCounts
ENSMUSG00000102693	1
ENSMUSG00000064842	0
ENSMUSG00000051951	2
ENSMUSG00000103377	0
ENSMUSG00000104017	1
ENSMUSG00000103025	0
ENSMUSG00000089699	0
ENSMUSG00000103201	1
ENSMUSG00000103161	1
ENSMUSG00000102331	0
ENSMUSG00000102348	0
ENSMUSG00000102592	0
ENSMUSG00000088333	0
ENSMUSG00000102343	0
ENSMUSG00000025900	2
ENSMUSG00000104123	0
ENSMUSG00000025902	76
ENSMUSG00000104238	3
ENSMUSG00000096126	0
ENSMUSG00000104328	0
ENSMUSG00000088000	0
ENSMUSG00000033845	446
ENSMUSG00000102275	8
ENSMUSG00000025903	675
ENSMUSG00000104217	583
ENSMUSG00000033813	1121
ENSMUSG00000103280	0
ENSMUSG00000002459	0
ENSMUSG00000102653	0
ENSMUSG00000085623	0
ENSMUSG00000033793	696
ENSMUSG00000104046	0
ENSMUSG00000102907	0
ENSMUSG00000025905	1
ENSMUSG00000093015	0
ENSMUSG00000103519	0
ENSMUSG00000033774	0
ENSMUSG00000025907	1924
ENSMUSG00000090031	185
ENSMUSG00000087247	0
ENSMUSG00000033740	112
ENSMUSG00000103329	0
ENSMUSG00000051285	1049
ENSMUSG00000103509	330
ENSMUSG00000077244	0
ENSMUSG00000097797	16
ENSMUSG00000103067	0
ENSMUSG00000025909	87
ENSMUSG00000102647	4
ENSMUSG00000102253	7
ENSMUSG00000093970	0
ENSMUSG00000103884	0
ENSMUSG00000076135	5
ENSMUSG00000102316	7
ENSMUSG00000102871	0
ENSMUSG00000065625	0
ENSMUSG00000061024	196
ENSMUSG00000025911	37
ENSMUSG00000079671	18
ENSMUSG00000067879	1
ENSMUSG00000099827	0
ENSMUSG00000025912	126
ENSMUSG00000045210	1806
ENSMUSG00000097893	15
ENSMUSG00000025915	1396
ENSMUSG00000088916	0
ENSMUSG00000046101	27
ENSMUSG00000098234	257
ENSMUSG00000093178	15
ENSMUSG00000099032	7
ENSMUSG00000104025	0
ENSMUSG00000025916	0
ENSMUSG00000087199	0
ENSMUSG00000095780	0
ENSMUSG00000025917	565
ENSMUSG00000056763	1015
ENSMUSG00000102356	0
ENSMUSG00000067851	3171
ENSMUSG00000088153	0
ENSMUSG00000102556	65
ENSMUSG00000042501	1
ENSMUSG00000103810	0
